,county_state,total_cases,total_fatalities,death_rate,total_tests,race_pop,race_pop_hispanic_or_latino_of_any_race,race_pop_white_alone,race_pop_black_or_african_american_alone,race_pop_american_indian_and_alaska_native_alone,race_pop_asian_alone,race_pop_native_hawaiian_and_other_pacific_islander_alone,race_pop_some_other_race_alone,race_pop_two_or_more_races,sex_age_pop,sex_age_pop_male,sex_age_pop_female,sex_age_pop_under_5,sex_age_pop_5_to_9,sex_age_pop_10_to_14,sex_age_pop_15_to_19,sex_age_pop_20_to_24,sex_age_pop_25_to_34,sex_age_pop_35_to_44,sex_age_pop_45_to_54,sex_age_pop_55_to_59,sex_age_pop_60_to_64,sex_age_pop_65_to_74,sex_age_pop_75_to_84,sex_age_pop_85_and_over,sex_age_median_age_in_years,sq_mi,obes_percent,health_ins_noninst_pop,health_ins_noninst_pop_cov_yes,health_ins_noninst_pop_private,health_ins_noninst_pop_public,health_ins_noninst_pop_cov_no,inc_hhlds,inc_hhlds_less_than_10_000,inc_hhlds_10_000_to_14_999,inc_hhlds_15_000_to_24_999,inc_hhlds_25_000_to_34_999,inc_hhlds_35_000_to_49_999,inc_hhlds_50_000_to_74_999,inc_hhlds_75_000_to_99_999,inc_hhlds_100_000_to_149_999,inc_hhlds_150_000_to_199_999,inc_hhlds_200_000_or_more,inc_med_hhld_inc_dol,inc_mean_hhld_inc_dol,inc_per_capita_inc_dol,inc_med_earn_male_full_yr_workers_dol,inc_med_earn_female_full_yr_workers_dol,deaths_per_100_cases,cases_per_100_people,tests_per_100_people,pop_density,covid_severity,inc_hhlds_less_than_25_000,inc_hhlds_25_000_to_49_999,inc_hhlds_less_than_99_999,inc_hhlds_100_000_or_more,inc_hhlds_less_than_49_999,inc_hhlds_50_000_to_99_999,race_pop_other,race_pop_minority,sex_age_pop_0_to_44,sex_age_pop_45_to_74,sex_age_pop_75_and_over,sex_age_pop_0_to_64,sex_age_pop_65_and_over,sex_age_pop_0_to_35,sex_age_pop_35_to_59,sex_age_pop_60_to_84,percent_race_pop_hispanic_or_latino_of_any_race,percent_race_pop_white_alone,percent_race_pop_black_or_african_american_alone,percent_race_pop_american_indian_and_alaska_native_alone,percent_race_pop_asian_alone,percent_race_pop_native_hawaiian_and_other_pacific_islander_alone,percent_race_pop_some_other_race_alone,percent_race_pop_two_or_more_races,percent_sex_age_pop_male,percent_sex_age_pop_female,percent_sex_age_pop_under_5,percent_sex_age_pop_5_to_9,percent_sex_age_pop_10_to_14,percent_sex_age_pop_15_to_19,percent_sex_age_pop_20_to_24,percent_sex_age_pop_25_to_34,percent_sex_age_pop_35_to_44,percent_sex_age_pop_45_to_54,percent_sex_age_pop_55_to_59,percent_sex_age_pop_60_to_64,percent_sex_age_pop_65_to_74,percent_sex_age_pop_75_to_84,percent_sex_age_pop_85_and_over,percent_health_ins_noninst_pop_cov_yes,percent_health_ins_noninst_pop_cov_no,percent_inc_hhlds_less_than_10_000,percent_inc_hhlds_10_000_to_14_999,percent_inc_hhlds_15_000_to_24_999,percent_inc_hhlds_25_000_to_34_999,percent_inc_hhlds_35_000_to_49_999,percent_inc_hhlds_50_000_to_74_999,percent_inc_hhlds_75_000_to_99_999,percent_inc_hhlds_100_000_to_149_999,percent_inc_hhlds_150_000_to_199_999,percent_inc_hhlds_200_000_or_more,percent_inc_hhlds_less_than_25_000,percent_inc_hhlds_25_000_to_49_999,percent_inc_hhlds_less_than_99_999,percent_inc_hhlds_100_000_or_more,percent_inc_hhlds_less_than_49_999,percent_inc_hhlds_50_000_to_99_999,percent_race_pop_other,percent_race_pop_minority,percent_sex_age_pop_0_to_44,percent_sex_age_pop_45_to_74,percent_sex_age_pop_75_and_over,percent_sex_age_pop_0_to_64,percent_sex_age_pop_65_and_over,percent_sex_age_pop_0_to_35,percent_sex_age_pop_35_to_59,percent_sex_age_pop_60_to_84,County,county
50,"Lee County, Illinois",710,2,0.002816901408,10653,34527,2077,29847,1754,92,210,62,35,450,34527,18326,16201,1742,2181,1703,1900,2034,4177,4276,4905,2799,2426,3504,2053,827,43.4,724.844,0.06,31497,30085,23330,11681,1412,13699,758,636,1262,1636,1746,2636,2087,1652,798,488,57901,72909,29249,51845,37368,0.2816901408,2.056361688,30.85411417,47.63369773,2,2656,3382,10761,2450,6038,4723,639,4680,18013,13634,2880,28143,6384,13737,11980,7983,0.06015582008,0.8644539056,0.05080082254,0.002664581342,0.006082196542,0.001795696122,0.001013699424,0.0130332783,0.5307730182,0.4692269818,0.05045326846,0.06316795551,0.04932371767,0.05502939728,0.05891041793,0.1209777855,0.1238451067,0.1420627335,0.08106699105,0.07026385148,0.1014857937,0.05946071191,0.02395226924,0.9551703337,0.04482966632,0.05533250602,0.04642674648,0.09212351267,0.1194247755,0.1274545587,0.1924228046,0.1523468866,0.120592744,0.05825242718,0.03562303818,0.1938827652,0.2468793343,0.7855317906,0.1788451712,0.4407620994,0.3447696912,0.01850725519,0.1355460944,0.5217076491,0.3948793698,0.08341298115,0.8151012251,0.1848987749,0.3978625424,0.3469748313,0.2312103571,Lee County,Lee
51,"Livingston County, Illinois",632,10,0.01582278481,17423,36324,1627,32418,1420,0,278,0,2,579,36324,18614,17710,1979,2074,2243,2311,2197,4411,4118,5022,2747,2560,3572,1906,1184,42,1043.627,0.1,34107,32381,24465,13455,1726,14320,746,616,1804,1643,1622,2612,2046,2270,574,387,56200,70341,28236,51805,32623,1.582278481,1.739896487,47.96553243,34.80553876,1,3166,3265,11089,2844,6431,4658,581,3906,19333,13901,3090,29662,6662,15215,11887,8038,0.04479132254,0.8924677899,0.03909261095,0,0.007653342143,0,5.51E-05,0.01593987446,0.5124435635,0.4875564365,0.05448188525,0.05709723599,0.06174980729,0.06362184781,0.06048342694,0.121434864,0.1133685717,0.1382556987,0.07562493117,0.07047681973,0.09833718753,0.05247219469,0.03259552913,0.9493945524,0.05060544756,0.05209497207,0.04301675978,0.1259776536,0.1147346369,0.1132681564,0.1824022346,0.142877095,0.1585195531,0.04008379888,0.02702513966,0.2210893855,0.2280027933,0.7743715084,0.198603352,0.4490921788,0.3252793296,0.01599493448,0.1075322101,0.532237639,0.3826946372,0.08506772382,0.8165950886,0.1834049114,0.4188690673,0.3272492016,0.221286202,Livingston County,Livingston
52,"Logan County, Illinois",590,4,0.006779661017,18343,29207,1000,25266,1833,41,218,2,24,823,29207,14183,15024,1565,1372,1652,1993,2180,3821,3703,3727,2119,1918,2708,1368,1081,40.4,618.071,0.126,25891,24585,19246,9916,1306,10872,486,451,907,1142,1572,2439,1520,1524,505,326,57899,72129,27187,50299,37114,0.6779661017,2.020063683,62.80343753,47.25508882,2,1844,2714,8517,2029,4558,3959,890,3941,16286,10472,2449,24050,5157,12583,9549,5994,0.03423836751,0.8650665936,0.06275892765,0.001403773068,0.007463964118,6.85E-05,0.0008217208204,0.02817817646,0.4856027665,0.5143972335,0.05358304516,0.04697504023,0.05656178313,0.06823706646,0.07463964118,0.1308248023,0.1267846749,0.1276063957,0.07255110076,0.06566918889,0.09271749923,0.04683808676,0.03701167528,0.9495577614,0.05044223862,0.04470198675,0.04148270787,0.08342531273,0.1050404709,0.1445916115,0.2243377483,0.1398086829,0.1401766004,0.04644959529,0.0299852833,0.1696100074,0.2496320824,0.783388521,0.1866261957,0.4192420898,0.3641464312,0.03047214709,0.1349334064,0.5576060533,0.3585441846,0.08384976204,0.8234327387,0.1765672613,0.4308213784,0.3269421714,0.2052247749,Logan County,Logan
53,"Macon County, Illinois",3055,52,0.0170212766,52726,106512,2366,81459,15185,273,1154,7,164,5904,106512,51062,55450,6553,6492,6674,6792,6771,12624,12164,13027,7508,7728,11060,6494,2625,41.3,580.576,0.168,104085,99018,70876,44843,5067,44113,3452,2449,5256,4571,6159,7933,5639,5185,1907,1562,50444,68106,28925,52470,37732,1.70212766,2.868221421,49.50240349,183.4591854,2,11157,10730,35459,7092,21887,13572,6348,25053,58070,39323,9119,86333,20179,45906,32699,25282,0.02221345952,0.7647870662,0.1425660958,0.002563091483,0.01083445997,6.57E-05,0.001539732612,0.05543037404,0.479401382,0.520598618,0.0615235842,0.06095087877,0.06265960643,0.06376746282,0.06357030194,0.1185218567,0.1142030945,0.1223054679,0.07048971008,0.07255520505,0.1038380652,0.060969656,0.02464511041,0.9513186338,0.04868136619,0.07825357604,0.05551651441,0.1191485503,0.103620248,0.1396187065,0.1798336091,0.1278307982,0.1175390474,0.04322988688,0.03540906309,0.2529186408,0.2432389545,0.8038220026,0.1607689343,0.4961575953,0.3076644073,0.05959891843,0.2352129338,0.5451967853,0.3691884482,0.08561476641,0.8105471684,0.1894528316,0.4309936909,0.3069982725,0.2373629262,Macon County,Macon
54,"Macoupin County, Illinois",807,11,0.0136307311,22308,45719,536,43966,422,77,213,3,8,494,45719,22602,23117,2272,2658,3071,2849,2526,5025,5413,6183,3403,3563,4843,2639,1274,43.6,862.92,0.115,45206,43224,31725,18775,1982,18772,1095,883,2081,2060,2732,3272,2629,2700,764,556,53778,67689,28050,50655,38635,1.36307311,1.765130471,48.79371815,52.98173643,1,4059,4792,14752,3464,8851,5901,582,1753,23814,17992,3913,36963,8756,18401,14999,11045,0.01172379098,0.9616570791,0.009230298126,0.001684201317,0.004658894551,6.56E-05,0.000174981955,0.01080513572,0.4943677683,0.5056322317,0.04969487522,0.05813775454,0.06717119797,0.06231544872,0.05525055229,0.1099105405,0.1183971653,0.1352391785,0.0744329491,0.0779325882,0.105929701,0.0577221724,0.02786587633,0.9561562624,0.04384373756,0.05833155764,0.04703814191,0.1108565949,0.1097379075,0.1455359045,0.1743021521,0.1400490092,0.143831238,0.04069891328,0.02961858087,0.2162262945,0.2552738121,0.7858512678,0.1845301513,0.4715001065,0.3143511613,0.01272993723,0.03834292089,0.5208775345,0.3935344168,0.08558804873,0.8084822503,0.1915177497,0.4024803692,0.3280692929,0.2415844616,Macoupin County,Macoupin
55,"Madison County, Illinois",7151,154,0.02153544959,98208,265670,8485,226512,22318,482,2592,57,120,5104,265670,129718,135952,15516,16234,16822,16289,15891,35938,32208,35683,19378,17964,24316,13264,6167,40.1,716.049,0.102,263088,249528,190879,94728,13560,107413,6629,4944,10189,10547,13929,20597,14012,16166,6124,4276,57890,74862,30802,56343,42130,2.153544959,2.691685173,36.96616103,371.0220949,2,21762,24476,80847,22290,46238,34609,5763,39158,148898,97341,19431,221923,43747,116690,87269,55544,0.03193811872,0.8526066172,0.0840064742,0.001814280875,0.009756464787,0.0002145518877,0.0004516881846,0.01921180412,0.4882673994,0.5117326006,0.05840328227,0.06110588324,0.06331915534,0.06131290699,0.05981480784,0.1352730831,0.1212331087,0.1343132458,0.07294011367,0.06761772123,0.09152708247,0.04992660067,0.02321300862,0.9484583105,0.05154168947,0.06171506242,0.0460279482,0.09485816428,0.09819109419,0.129677041,0.1917551879,0.1304497593,0.1505031979,0.05701358309,0.03980896167,0.2026011749,0.2278681351,0.7526742573,0.207516781,0.43046931,0.3222049473,0.02169232506,0.1473933828,0.5604622276,0.3663981631,0.07313960929,0.8353333082,0.1646666918,0.4392291188,0.3284864682,0.2090714044,Madison County,Madison
56,"Marion County, Illinois",1012,19,0.01877470356,18636,38084,748,34772,1328,86,264,0,73,813,38084,18726,19358,2399,2636,2272,2172,2228,4546,4221,4869,2824,2656,3986,2166,1109,42.1,572.451,0.135,37387,34944,22414,18729,2443,15913,1175,854,2248,1910,2304,3144,1924,1713,402,239,46102,58895,24727,43976,34395,1.877470356,2.657283899,48.93393551,66.52796484,2,4277,4214,13559,2115,8491,5068,972,3312,20474,14335,3275,30823,7261,16253,11914,8808,0.01964079403,0.9130343451,0.03487028673,0.002258166159,0.006932044953,0,0.001916815461,0.02134754753,0.4917025523,0.5082974477,0.06299233274,0.06921541855,0.05965759899,0.05703182439,0.05850225817,0.1193677135,0.110833946,0.1278489654,0.0741518748,0.06974057347,0.1046633757,0.05687427791,0.02911984035,0.9346564314,0.06534356862,0.07383899956,0.0536668133,0.1412681455,0.1200276503,0.1447872808,0.1975743103,0.1209074342,0.1076478351,0.0252623641,0.01501916672,0.2687739584,0.2648149312,0.8520706341,0.1329101992,0.5335888896,0.3184817445,0.02552252915,0.08696565487,0.5376010923,0.3764047894,0.08599411826,0.809342506,0.190657494,0.4267671463,0.3128347863,0.2312782271,Marion County,Marion
57,"Marshall County, Illinois",156,3,0.01923076923,5653,11794,360,11177,46,11,37,18,0,145,11794,5874,5920,651,547,755,664,654,1167,1268,1565,933,911,1428,798,453,46.3,386.823,0.099,11526,11095,8670,4541,431,4893,249,271,517,439,697,1018,632,794,166,110,55901,68641,29827,52636,35313,1.923076923,1.322706461,47.93115143,30.48939696,1,1037,1136,3823,960,2173,1650,174,617,5706,4837,1251,9115,2679,4438,3766,3137,0.03052399525,0.9476852637,0.003900288282,0.0009326776327,0.003137188401,0.001526199763,0,0.01229438698,0.4980498559,0.5019501441,0.05519755808,0.04637951501,0.06401560115,0.05629981346,0.05545192471,0.09894861794,0.1075122944,0.1326945905,0.07910802103,0.07724266576,0.1210785145,0.06766152281,0.03840936069,0.9626062815,0.03739371855,0.05088902514,0.05538524423,0.1056611486,0.08972000817,0.1424483957,0.2080523196,0.129164112,0.1622726344,0.03392601676,0.02248109544,0.2119354179,0.2321684038,0.7813202534,0.1961986511,0.4441038218,0.3372164316,0.01475326437,0.05231473631,0.4838053247,0.4101237918,0.1060708835,0.772850602,0.227149398,0.3762930304,0.3193149059,0.2659827031,Marshall County,Marshall
58,"Mason County, Illinois",305,1,0.003278688525,6159,13778,147,13308,130,14,27,0,1,151,13778,6838,6940,679,737,882,848,683,1410,1589,1881,1194,883,1646,891,455,45.3,539.306,0.071,13572,12926,8781,6748,646,6027,306,363,774,804,959,1210,598,696,166,151,45596,61524,27111,48059,34635,0.3278688525,2.213673973,44.70169836,25.54764827,2,1443,1763,5014,862,3206,1808,166,470,6828,5604,1346,10786,2992,5239,4664,3420,0.01066918276,0.965887647,0.009435331688,0.001016112643,0.001959645812,0,7.26E-05,0.01095950065,0.4962984468,0.5037015532,0.0492814632,0.05349107272,0.06401509653,0.0615473944,0.0495717811,0.1023370591,0.115328785,0.1365219916,0.08665989258,0.06408767601,0.1194658151,0.0646683118,0.03302366091,0.9524020041,0.04759799587,0.05077152812,0.06022896964,0.1284221005,0.1333997013,0.1591173055,0.2007632321,0.09922017588,0.1154803385,0.02754272441,0.02505392401,0.2394225983,0.2925170068,0.8319230131,0.1430230629,0.5319396051,0.299983408,0.01204819277,0.03411235303,0.4955726521,0.4067353752,0.09769197271,0.7828422122,0.2171577878,0.380243867,0.3385106692,0.2482218029,Mason County,Mason
59,"Massac County, Illinois",154,2,0.01298701299,3374,14430,404,12765,901,7,22,0,0,331,14430,6794,7636,762,1210,760,731,729,1545,1759,1865,970,1059,1619,1087,334,43.8,237.218,0.142,14192,13554,8408,6999,638,6011,422,494,842,752,781,1113,832,549,119,107,42604,56495,23768,45944,32330,1.298701299,1.067221067,23.38184338,60.8301225,1,1758,1533,5236,668,3291,1945,338,1665,7496,5513,1421,11390,3040,5737,4594,3765,0.027997228,0.8846153846,0.06243936244,0.0004851004851,0.001524601525,0,0,0.02293832294,0.4708246708,0.5291753292,0.05280665281,0.08385308385,0.05266805267,0.05065835066,0.05051975052,0.1070686071,0.1218988219,0.1292446292,0.06722106722,0.07338877339,0.1121968122,0.07532917533,0.02314622315,0.9550450958,0.04495490417,0.07020462485,0.08218266511,0.1400765264,0.125103976,0.1299284645,0.185160539,0.1384129097,0.09133255698,0.01979703876,0.01780069872,0.2924638163,0.2550324405,0.8710697055,0.1111295957,0.5474962569,0.3235734487,0.02342342342,0.1153846154,0.5194733195,0.3820512821,0.09847539848,0.7893277893,0.2106722107,0.3975744976,0.3183645184,0.2609147609,Massac County,Massac
60,"McDonough County, Illinois",764,20,0.02617801047,12678,30875,835,27213,1431,55,689,0,0,652,30875,15009,15866,1337,1325,1655,3265,4892,3681,2867,3076,1769,1888,2817,1524,779,32.1,589.408,0.11,30498,28948,22384,10397,1550,11292,1387,819,1174,1216,1551,1627,1439,1424,417,238,43724,59429,23299,43176,32953,2.617801047,2.474493927,41.06234818,52.38306911,2,3380,2767,9213,1841,6147,3066,707,3662,19022,9550,2303,25755,5120,16155,7712,6229,0.02704453441,0.8813927126,0.04634817814,0.001781376518,0.02231578947,0,0,0.02111740891,0.4861214575,0.5138785425,0.04330364372,0.04291497976,0.05360323887,0.1057489879,0.1584453441,0.1192226721,0.0928582996,0.09962753036,0.05729554656,0.06114979757,0.0912388664,0.04936032389,0.02523076923,0.9491769952,0.05082300479,0.1228303224,0.07252922423,0.1039674106,0.107686858,0.1373538789,0.1440843075,0.1274353525,0.1261069784,0.03692879915,0.02107686858,0.2993269571,0.2450407368,0.8158873539,0.1630357775,0.5443676939,0.2715196599,0.02289878543,0.1186072874,0.616097166,0.3093117409,0.07459109312,0.8341700405,0.1658299595,0.5232388664,0.2497813765,0.2017489879,McDonough County,Mcdonough
61,"McHenry County, Illinois",6310,121,0.01917591125,99529,307789,39326,250987,4160,240,8300,27,210,4539,307789,153382,154407,16959,20335,22545,22431,18610,33815,39538,49094,23853,19163,25771,10858,4817,40.2,603.408,0.078,306531,290026,243498,77373,16505,111812,3195,2378,6255,7066,11031,19452,17112,23648,11432,10243,84803,103328,38047,65980,47574,1.917591125,2.050105754,32.33676317,510.0843873,2,11828,18097,66489,35080,29925,36564,5016,56802,174233,117881,15675,266343,41446,134695,112485,55792,0.1277693485,0.8154514944,0.01351575267,0.000779754962,0.02696652577,8.77E-05,0.0006822855918,0.01474711572,0.4983348983,0.5016651017,0.055099435,0.06606798813,0.07324823174,0.07287784814,0.06046349935,0.1098642252,0.128458132,0.1595053754,0.07749789629,0.06226018474,0.08372943802,0.03527741407,0.01565033188,0.9461555275,0.0538444725,0.02857475047,0.02126784245,0.05594211713,0.06319536365,0.0986566737,0.1739705935,0.1530426072,0.2114978714,0.1022430508,0.09160912961,0.10578471,0.1618520373,0.5946499481,0.3137409223,0.2676367474,0.3270132007,0.01629687871,0.1845485056,0.5660793596,0.3829928945,0.05092774596,0.865342816,0.134657184,0.4376212275,0.3654614038,0.1812670368,McHenry County,Mchenry
62,"McLean County, Illinois",4150,34,0.008192771084,97930,173219,8340,137682,14200,251,8889,13,548,3296,173219,84245,88974,10427,11029,9990,14795,21923,22902,20792,20465,10072,9601,12214,5816,3193,32.9,1183.233,0.101,172074,165558,138450,45080,6516,66159,5495,2793,4836,5140,7333,11251,8773,10921,5535,4082,65813,86113,33665,60185,45096,0.8192771084,2.395811083,56.53536852,146.3946661,2,13124,12473,45621,16456,25597,20024,4108,35537,111858,52352,9009,151996,21223,91066,51329,27631,0.04814714321,0.7948435218,0.08197715031,0.001449032727,0.05131654149,7.50E-05,0.003163625237,0.01902793573,0.4863496499,0.5136503501,0.06019547509,0.06367084442,0.05767265716,0.08541210837,0.1265623286,0.1322141336,0.1200330218,0.1181452381,0.05814604633,0.05542694508,0.07051189535,0.0335759934,0.01843331274,0.9621325709,0.03786742913,0.08305748273,0.04221647848,0.07309663084,0.0776916217,0.1108390393,0.170060007,0.1326047854,0.1650720235,0.08366208679,0.06169984431,0.1983705921,0.188530661,0.6895660454,0.2487341102,0.386901253,0.3026647924,0.0237156432,0.2051564782,0.645760569,0.3022301249,0.05200930614,0.8774787985,0.1225212015,0.5257275472,0.2963243062,0.1595148338,McLean County,Mclean
63,"Menard County, Illinois",185,1,0.005405405405,5945,12367,185,11832,58,16,65,38,9,164,12367,6043,6324,668,822,762,728,629,1275,1504,1738,1041,872,1331,725,272,42.9,314.439,0.094,12209,11911,9670,4435,298,5198,247,138,415,387,696,906,915,849,397,248,69102,82127,34495,54798,44914,0.5405405405,1.495916552,48.07148055,39.33036296,1,800,1083,3704,1246,1883,1821,227,535,6388,4982,997,10039,2328,4884,4283,2928,0.01495916552,0.9567397105,0.004689900542,0.001293765667,0.005255923021,0.003072693458,0.0007277431875,0.01326109808,0.4886391202,0.5113608798,0.05401471658,0.06646721113,0.06161558988,0.05886633783,0.05086116277,0.1030969516,0.1216139727,0.1405352955,0.08417562869,0.07051022883,0.1076251314,0.05862375677,0.02199401633,0.9755917766,0.02440822344,0.04751827626,0.02654867257,0.07983839938,0.0744517122,0.1338976529,0.1742978068,0.176029242,0.1633320508,0.07637552905,0.04771065795,0.1539053482,0.2083493651,0.7125817622,0.2397075798,0.3622547134,0.3503270489,0.0183553004,0.04326028948,0.5165359424,0.4028462845,0.08061777311,0.8117570955,0.1882429045,0.3949219698,0.3463248969,0.236759117,Menard County,Menard
64,"Mercer County, Illinois",262,6,0.02290076336,6314,15693,364,14993,92,16,54,0,0,174,15693,7798,7895,784,1018,930,981,783,1552,1831,2188,1303,1052,1807,1042,422,44.8,561.199,0.068,15465,15095,12135,5599,370,6624,388,252,493,767,904,1570,961,947,201,141,58011,68250,28995,51348,35279,2.290076336,1.669534187,40.23449946,27.96334277,1,1133,1671,5335,1148,2804,2531,190,700,7879,6350,1464,12422,3271,6048,5322,3901,0.02319505512,0.9553941248,0.005862486459,0.001019562862,0.003441024661,0,0,0.01108774613,0.4969094501,0.5030905499,0.04995858026,0.06486968712,0.05926209138,0.062511948,0.04989485758,0.09889759766,0.1166762251,0.1394252214,0.08303065061,0.0670362582,0.1151468808,0.06639903142,0.0268909705,0.9760750081,0.02392499192,0.05857487923,0.03804347826,0.0744263285,0.1157910628,0.13647343,0.2370169082,0.1450785024,0.1429649758,0.0303442029,0.02128623188,0.171044686,0.2522644928,0.8054045894,0.1733091787,0.4233091787,0.3820954106,0.01210730899,0.04460587523,0.5020709871,0.404639011,0.09329000191,0.7915631173,0.2084368827,0.385394762,0.3391320971,0.2485821704,Mercer County,Mercer
65,"Monroe County, Illinois",920,30,0.03260869565,11132,33936,514,32722,76,17,331,0,32,244,33936,16691,17245,1808,1851,2591,2145,1671,3625,4287,5064,3010,2208,3067,1833,776,42.6,385.295,0.081,33670,32693,28906,8207,977,13349,379,377,910,1070,1417,2096,1853,2699,1276,1272,81268,101408,39988,63045,51927,3.260869565,2.710985384,32.80292315,88.07796623,2,1666,2487,8102,3975,4153,3949,293,1214,17978,13349,2609,28260,5676,13691,12361,7108,0.01514615747,0.9642267798,0.002239509665,0.0005009429514,0.009753653937,0,0.000942951438,0.007190004715,0.4918375766,0.5081624234,0.05327675625,0.05454384724,0.07634959925,0.06320721358,0.0492397454,0.1068187176,0.1263260255,0.1492220651,0.08869636964,0.06506364922,0.09037600189,0.05401343706,0.02286657237,0.970983071,0.02901692902,0.02839163982,0.02824181587,0.06816990037,0.08015581692,0.1061502734,0.1570155068,0.138811896,0.2021874298,0.09558768447,0.09528803656,0.1248033561,0.1863060903,0.6069368492,0.2977751142,0.3111094464,0.2958274028,0.008633899104,0.03577322018,0.5297619048,0.3933580858,0.07688000943,0.8327439887,0.1672560113,0.4034358793,0.3642444602,0.2094530882,Monroe County,Monroe
66,"Montgomery County, Illinois",610,16,0.0262295082,17281,29009,504,26693,1458,45,27,13,0,269,29009,15145,13864,1441,1747,1548,1569,1716,3618,3487,3985,2327,1882,2917,1938,834,43.1,703.652,0.104,25787,24740,18309,11128,1047,11339,778,637,1495,1084,1640,2200,1593,1287,395,230,50304,62938,24816,49012,34735,2.62295082,2.102795684,59.57116757,41.22634484,2,2910,2724,9427,1682,5634,3793,327,2316,15126,11111,2772,23320,5689,11639,9799,6737,0.01737391844,0.9201627081,0.05026026406,0.001551242718,0.0009307456307,0.0004481367851,0,0.009272984246,0.5220793547,0.4779206453,0.04967423903,0.06022268951,0.05336274949,0.05408666276,0.05915405564,0.1247199145,0.1202040746,0.1373711607,0.08021648454,0.06487641766,0.1005550002,0.06680685305,0.02874969837,0.9593981464,0.04060185365,0.06861275245,0.05617779346,0.1318458418,0.09559925919,0.1446335656,0.1940206367,0.1404885792,0.1135020725,0.03483552341,0.02028397566,0.2566363877,0.2402328248,0.8313784284,0.1483375959,0.4968692125,0.334509216,0.01127236375,0.07983729187,0.5214243855,0.383019063,0.09555655142,0.8038884484,0.1961115516,0.4012203109,0.3377917198,0.2322382709,Montgomery County,Montgomery
67,"Morgan County, Illinois",896,24,0.02678571429,16116,34426,816,30467,2267,63,248,1,3,561,34426,17298,17128,1775,1784,1900,2275,2691,4292,3989,4322,2410,2336,3646,1917,1089,41.5,568.798,0.164,32276,30922,23451,12746,1354,13864,926,792,1731,1637,2025,2534,1856,1605,500,258,48508,63032,26295,46022,36083,2.678571429,2.602684018,46.81345495,60.5241228,2,3449,3662,11501,2105,7111,4390,628,3959,18706,12714,3006,27774,6652,14717,10721,7899,0.02370301516,0.8849997095,0.06585139139,0.0018300122,0.00720385755,2.90E-05,8.71E-05,0.01629582292,0.5024690641,0.4975309359,0.05155986754,0.05182129786,0.05519084413,0.06608377389,0.07816766397,0.1246732121,0.1158717249,0.1255446465,0.07000522861,0.06785569047,0.1059083251,0.05568465695,0.03163306803,0.9580493246,0.04195067542,0.06679169071,0.05712637046,0.1248557415,0.1180755915,0.1460617426,0.1827755338,0.1338718984,0.1157674553,0.03606462781,0.01860934795,0.2487738027,0.2641373341,0.829558569,0.1518320831,0.5129111368,0.3166474322,0.01824202638,0.1150002905,0.5433683844,0.3693138907,0.08731772498,0.8067739499,0.1932260501,0.4274966595,0.3114216,0.2294486725,Morgan County,Morgan
68,"Moultrie County, Illinois",411,4,0.009732360097,7012,14703,197,14243,78,40,32,0,4,109,14703,7172,7531,996,1016,1064,946,791,1705,1688,1830,1037,922,1446,842,420,40.3,335.957,0.06,14408,12257,9821,4495,2151,5910,225,233,569,562,899,1326,793,819,315,169,59623,70504,28391,50110,35728,0.9732360097,2.795347888,47.69094743,43.76452939,2,1027,1461,4607,1134,2488,2119,153,460,8206,5235,1262,11995,2708,6518,4555,3210,0.01339862613,0.9687138679,0.005305039788,0.002720533225,0.00217642658,0,0.0002720533225,0.007413453037,0.4877916072,0.5122083928,0.06774127729,0.0691015439,0.07236618377,0.06434061076,0.05379854451,0.1159627287,0.1148065021,0.124464395,0.07052982385,0.06270829083,0.09834727607,0.05726722438,0.02856559886,0.85070794,0.14929206,0.03807106599,0.03942470389,0.09627749577,0.09509306261,0.1521150592,0.2243654822,0.134179357,0.1385786802,0.05329949239,0.02859560068,0.1737732657,0.2472081218,0.7795262267,0.1918781726,0.4209813875,0.3585448393,0.01040603958,0.03128613208,0.558117391,0.3560497858,0.08583282323,0.8158199007,0.1841800993,0.4433108889,0.3098007209,0.2183227913,Moultrie County,Moultrie
69,"Ogle County, Illinois",1189,7,0.005887300252,19650,51328,5108,44681,497,145,292,13,18,574,51328,25614,25714,2799,2990,3689,3329,2887,5683,6069,7399,3949,3402,5174,2567,1391,42.4,758.591,0.078,50831,48055,37695,17707,2776,20901,837,929,1650,2223,2972,4334,2531,3594,1180,651,59707,75048,30595,52856,36537,0.5887300252,2.316474439,38.28319825,67.66228442,2,3416,5195,15476,4774,8611,6865,750,6647,27446,19924,3958,42196,9132,21377,17417,11143,0.09951683292,0.8704995324,0.00968282419,0.002824968828,0.005688902743,0.0002532730673,0.0003506857855,0.01118298005,0.4990258728,0.5009741272,0.05453163965,0.05825280549,0.07187110349,0.06485738778,0.05624610349,0.1107192955,0.1182395574,0.1441513404,0.07693656484,0.06627961347,0.1008026808,0.05001168953,0.0271002182,0.9453876571,0.05461234286,0.04004593082,0.04444763408,0.07894359122,0.1063585474,0.1421941534,0.2073584996,0.1210946845,0.171953495,0.05645662887,0.03114683508,0.1634371561,0.2485527008,0.740443041,0.2284101239,0.4119898569,0.3284531841,0.01461190773,0.1295004676,0.5347178928,0.3881701995,0.07711190773,0.8220854115,0.1779145885,0.4164783354,0.3393274626,0.2170939838,Ogle County,Ogle
