county_name,total_cases,total_fatalities,death_rate,sex_age_median_age_in_years,health_ins_noninst_pop_private,health_ins_noninst_pop_public,inc_med_hhld_inc_dol,inc_mean_hhld_inc_dol,inc_per_capita_inc_dol,inc_med_earn_workers_dol,inc_med_earn_male_full_yr_workers_dol,inc_med_earn_female_full_yr_workers_dol,pop_density,percent_race_pop_hispanic_or_latino_of_any_race,percent_race_pop_white_alone,percent_race_pop_black_or_african_american_alone,percent_race_pop_american_indian_and_alaska_native_alone,percent_race_pop_asian_alone,percent_race_pop_native_hawaiian_and_other_pacific_islander_alone,percent_race_pop_some_other_race_alone,percent_race_pop_two_or_more_races,percent_sex_age_pop_male,percent_sex_age_pop_female,percent_sex_age_pop_under_5,percent_sex_age_pop_5_to_9,percent_sex_age_pop_10_to_14,percent_sex_age_pop_15_to_19,percent_sex_age_pop_20_to_24,percent_sex_age_pop_25_to_34,percent_sex_age_pop_35_to_44,percent_sex_age_pop_45_to_54,percent_sex_age_pop_55_to_59,percent_sex_age_pop_60_to_64,percent_sex_age_pop_65_to_74,percent_sex_age_pop_75_to_84,percent_sex_age_pop_85_and_over,percent_health_ins_noninst_pop_cov_yes,percent_health_ins_noninst_pop_cov_no,percent_inc_hhlds_less_than_10_000,percent_inc_hhlds_10_000_to_14_999,percent_inc_hhlds_15_000_to_24_999,percent_inc_hhlds_25_000_to_34_999,percent_inc_hhlds_35_000_to_49_999,percent_inc_hhlds_50_000_to_74_999,percent_inc_hhlds_75_000_to_99_999,percent_inc_hhlds_100_000_to_149_999,percent_inc_hhlds_150_000_to_199_999,percent_inc_hhlds_200_000_or_more
jim hogg,162.0,5,0.030864197530864196,34.7,2510,2389,32049,51120,17798,22464,48097,22266,4.648939906158657,0.925785687239682,0.07023854600530102,0.0003786444528587656,0.0,0.0,0.0,0.0,0.0035971223021582736,0.4827716773949262,0.5172283226050738,0.07800075728890572,0.0692919348731541,0.09731162438470277,0.10204468004543732,0.05736463460810299,0.09939416887542596,0.10772434683831883,0.07535024611889436,0.06626277925028398,0.07080651268458918,0.09882620219613784,0.06209769026883756,0.01552442256720939,0.8119169998096326,0.18808300019036744,0.10116959064327484,0.1152046783625731,0.19649122807017544,0.12046783625730995,0.1111111111111111,0.11988304093567252,0.10526315789473684,0.08538011695906432,0.017543859649122806,0.027485380116959064
jim wells,1533.0,52,0.033920417482061316,34.8,22127,14047,42005,62151,21274,26676,47272,26447,47.61145208456142,0.8025830258302583,0.18042338318120024,0.006166245872985045,0.0006797436395416586,0.006141969314429986,0.0015294231889687315,0.0004855311711011847,0.001990677801514857,0.4898523985239853,0.5101476014760148,0.07382501456593513,0.07542726743056903,0.08547776267236358,0.07705379685375803,0.06302194600893378,0.12876286657603414,0.12361623616236166,0.1146339094969897,0.05365119440668091,0.058603612351912984,0.08314721305107788,0.048067585939017284,0.014711594484365896,0.8162700066178092,0.18372999338219076,0.12083109714022848,0.06447903089779959,0.1418385340795829,0.11500421682128345,0.101433719236372,0.1627693015410565,0.12060108870658592,0.10503718469677223,0.039868128498044934,0.028137698382274017
johnson,3479.0,63,0.018108651911468814,36.8,106074,42973,62066,78174,27667,36444,49563,38541,225.5449779249448,0.20827649487689248,0.7287230463373604,0.03047560789111485,0.003939440281388592,0.008564000611714329,0.0037131059795075705,0.00048325432023245147,0.015825049701789263,0.4989631442116532,0.5010368557883469,0.06589386756384769,0.07383391955956567,0.07532038538002753,0.07137482795534486,0.06117755008411072,0.12655757761125555,0.130937452209818,0.1344853953203854,0.07000458785747056,0.05381862670133048,0.08359688025692001,0.04098486007034715,0.012014069429576387,0.8385193466244333,0.16148065337556675,0.03976396789112753,0.0339694859390782,0.08271755887512626,0.08863608172523169,0.13959917069799585,0.2044371201247497,0.14776814984140485,0.16593128134247692,0.05782077862243722,0.03935640494037177
jones,591.0,2,0.00338409475465313,38.5,7686,5493,45694,64904,17673,26166,47568,33987,21.421109878630578,0.2738424413051129,0.5335578905032426,0.1428786888542557,0.001508219797898547,0.003519179528429944,0.0,0.0016590417776884015,0.04303453823337188,0.6287768337439043,0.37122316625609575,0.044643306017796994,0.04590015584937912,0.05404454275803127,0.04710673168769795,0.06852345281785732,0.18430445930320247,0.1497662259313257,0.1391584133527726,0.07073550852144186,0.04660399175506511,0.08667236438590317,0.0469559097079081,0.015584937911618319,0.8607565011820331,0.1392434988179669,0.06847845521187199,0.06955122474521723,0.09619166815662436,0.12908993384587875,0.16681566243518686,0.17164312533524048,0.11889862327909888,0.11156803146790632,0.04201680672268908,0.025746468800286068
karnes,948.0,17,0.017932489451476793,34.7,8062,4353,52252,83800,26875,33956,44872,34310,20.58469799878796,0.5396763501657244,0.366868135439007,0.07915773055176448,0.0020796776499642554,0.0009098589718593617,0.0,0.0,0.011308247221680641,0.5935529992851108,0.4064470007148892,0.0553714174302983,0.0649249366348216,0.057256125300578414,0.07584324429713395,0.06550984597387405,0.18580620003899395,0.13179957106648468,0.11197764346526287,0.05979073243647234,0.05199194124910639,0.0718138688503282,0.045817898225775006,0.022096575030870216,0.8612369201936593,0.13876307980634078,0.0916156382477626,0.0605275553462082,0.09962317475270843,0.1179934055581724,0.1088082901554404,0.16957136128120584,0.11398963730569947,0.10833725859632597,0.052048987282147914,0.07748469147432878
kaufman,3436.0,55,0.0160069848661234,35.6,77950,32365,65390,81752,27411,35454,52527,41538,152.31690524225831,0.2062988815070221,0.6529391977125557,0.10763602724749813,0.003935749726684047,0.011857707509881422,0.0003868471953578337,0.0019510554200655962,0.014994533680935163,0.4907913548061559,0.5092086451938441,0.0718610713985367,0.07399714069464301,0.08352535531073921,0.07317298797409806,0.055958287780674465,0.13183920612227734,0.13982003195694226,0.1336388865528551,0.06671432175594988,0.05143385753931545,0.07219746026406526,0.035690858632579266,0.010150534017324029,0.848698338864792,0.1513016611352081,0.04951290011776041,0.04097527031367091,0.07646397601969811,0.08291403489990365,0.12886735895514398,0.1825554009206723,0.1215073332619634,0.2035649288084788,0.07552724547692967,0.038111551225778834
kendall,377.0,10,0.026525198938992044,42.1,32693,11739,82390,120877,43241,37021,64886,45371,63.37345687398673,0.2356724310418751,0.7289076270782716,0.006812443428135868,0.0007384117002524891,0.008789481206231242,0.0005954933066552332,0.0,0.018484112238578442,0.4862798342146634,0.5137201657853365,0.05092658758515554,0.06190748415987804,0.07441284359963794,0.07438902386737173,0.05357057786670478,0.09375446619979992,0.1220284883997904,0.13782097089228718,0.0771282930779858,0.06602829784193226,0.1085465199371159,0.056119289219189177,0.02336715735315135,0.9079685206132224,0.09203147938677768,0.037220142665442484,0.02168232219789533,0.04513030581255738,0.08510488028815594,0.09202627304188148,0.1719754219930786,0.13249523271417474,0.18271064340702026,0.09047249099512678,0.141182286884667
kenedy,7.0,2,0.2857142857142857,39.5,212,276,36125,40908,15820,29453,40848,23295,0.4079665234327057,0.8773109243697479,0.12100840336134455,0.0,0.0,0.0016806722689075633,0.0,0.0,0.0,0.480672268907563,0.519327731092437,0.14285714285714285,0.062184873949579826,0.06722689075630252,0.01680672268907563,0.01680672268907563,0.15966386554621848,0.07899159663865546,0.12605042016806722,0.08571428571428573,0.015126050420168069,0.14285714285714285,0.04873949579831933,0.03697478991596639,0.7848739495798319,0.21512605042016808,0.11961722488038275,0.019138755980861243,0.23444976076555024,0.062200956937799035,0.3397129186602871,0.07655502392344497,0.11004784688995216,0.03827751196172249,0.0,0.0
kent,10.0,0,0.0,51.8,525,245,45926,68737,29503,36875,49773,40000,0.829910460528284,0.1628838451268358,0.8184245660881175,0.010680907877169559,0.00801068090787717,0.0,0.0,0.0,0.0,0.43658210947930576,0.5634178905206942,0.044058744993324434,0.07076101468624832,0.04539385847797063,0.0814419225634179,0.01602136181575434,0.05473965287049399,0.1054739652870494,0.12016021361815755,0.08678237650200267,0.07209612817089453,0.19492656875834447,0.0787716955941255,0.029372496662216287,0.9448373408769448,0.055162659123055166,0.03773584905660377,0.13522012578616352,0.10062893081761007,0.1289308176100629,0.1509433962264151,0.14779874213836475,0.05660377358490566,0.1320754716981132,0.009433962264150943,0.10062893081761007
kerr,679.0,13,0.01914580265095729,47.7,31033,22022,52473,73327,30498,27148,41314,37059,46.55469009159577,0.2667575197118661,0.6908205976832473,0.014776598851357929,0.0022778156332132773,0.009208605081281029,0.0006229923099386742,0.002219410104156527,0.013316460624939162,0.4844933320354327,0.5155066679645673,0.05114377494402803,0.05048184561471819,0.05733476102404361,0.05910639540543172,0.05865861968266329,0.1034361919595055,0.09154093254161394,0.11342353742820988,0.07154677309451961,0.0742918329601869,0.1426457704662708,0.08778351017229631,0.03860605470651222,0.8409117914999802,0.1590882085000198,0.04777039391312723,0.03919869016661851,0.10603871713377636,0.12337474718289512,0.16604064335933738,0.18549552152557064,0.13666570355388616,0.1162477126071463,0.04656650293749398,0.03260136762014832
kimble,21.0,1,0.047619047619047616,52.9,2268,1890,42500,64992,28899,23284,34747,23662,3.523623384772799,0.25272232304900183,0.7243647912885662,0.00022686025408348456,0.0038566243194192384,0.0,0.0,0.003629764065335753,0.015199637023593466,0.4886569872958258,0.5113430127041743,0.061252268602540835,0.046052631578947366,0.046052631578947366,0.07531760435571687,0.03629764065335754,0.05603448275862069,0.09800362976406532,0.0998185117967332,0.08166969147005444,0.11070780399274048,0.1590290381125227,0.09051724137931036,0.03924682395644283,0.7702020202020202,0.2297979797979798,0.07546201232032854,0.058521560574948665,0.10677618069815197,0.15195071868583165,0.1971252566735113,0.15965092402464065,0.10061601642710473,0.07905544147843943,0.018993839835728957,0.05184804928131417
king,1.0,0,0.0,46.5,150,73,65125,75557,31564,36964,42250,32250,0.2503095934445235,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.5175438596491229,0.4824561403508772,0.07456140350877193,0.06578947368421052,0.08771929824561403,0.06578947368421052,0.008771929824561403,0.10087719298245612,0.09210526315789473,0.10087719298245612,0.20175438596491227,0.05701754385964913,0.07894736842105263,0.06578947368421052,0.0,0.9210526315789472,0.07894736842105263,0.0,0.03296703296703297,0.0,0.14285714285714285,0.2637362637362637,0.16483516483516486,0.14285714285714285,0.1978021978021978,0.0,0.054945054945054944
