county_state,sex_age_median_age_in_years,health_ins_noninst_pop_private,health_ins_noninst_pop_public,inc_med_hhld_inc_dol,inc_mean_hhld_inc_dol,inc_per_capita_inc_dol,inc_med_earn_workers_dol,inc_med_earn_male_full_yr_workers_dol,inc_med_earn_female_full_yr_workers_dol,pop_density,percent_race_pop_hispanic_or_latino_of_any_race,percent_race_pop_white_alone,percent_race_pop_black_or_african_american_alone,percent_race_pop_american_indian_and_alaska_native_alone,percent_race_pop_asian_alone,percent_race_pop_native_hawaiian_and_other_pacific_islander_alone,percent_race_pop_some_other_race_alone,percent_race_pop_two_or_more_races,percent_sex_age_pop_male,percent_sex_age_pop_female,percent_sex_age_pop_under_5,percent_sex_age_pop_5_to_9,percent_sex_age_pop_10_to_14,percent_sex_age_pop_15_to_19,percent_sex_age_pop_20_to_24,percent_sex_age_pop_25_to_34,percent_sex_age_pop_35_to_44,percent_sex_age_pop_45_to_54,percent_sex_age_pop_55_to_59,percent_sex_age_pop_60_to_64,percent_sex_age_pop_65_to_74,percent_sex_age_pop_75_to_84,percent_sex_age_pop_85_and_over,percent_health_ins_noninst_pop_cov_yes,percent_health_ins_noninst_pop_cov_no,percent_inc_hhlds_less_than_10_000,percent_inc_hhlds_10_000_to_14_999,percent_inc_hhlds_15_000_to_24_999,percent_inc_hhlds_25_000_to_34_999,percent_inc_hhlds_35_000_to_49_999,percent_inc_hhlds_50_000_to_74_999,percent_inc_hhlds_75_000_to_99_999,percent_inc_hhlds_100_000_to_149_999,percent_inc_hhlds_150_000_to_199_999,percent_inc_hhlds_200_000_or_more
"Bastrop County, Texas",38.6,52501,25824,62941,78710,26540,32184,46446,37013,92.97348054106271,0.3680080409799339,0.5298933116969616,0.07383411845913511,0.004335347614953316,0.008525376315438924,0.0,0.005255700739915473,0.010148104193661673,0.508785739370527,0.4912142606294731,0.06608377635419063,0.06419463046611042,0.0799254029572399,0.0716422248325805,0.05903580900250675,0.11354251183743658,0.12524068445208714,0.13553410756021653,0.07169066447073641,0.07112149872240454,0.09197476294852078,0.035700013320900496,0.014313913075069329,0.8366786393407987,0.16332136065920136,0.05377786545669758,0.03890313671335569,0.08072598145590847,0.0939041231012034,0.12566581179719866,0.18512527125665812,0.1358058788715723,0.17013217597159203,0.07662260800946932,0.039337147366344444
"Hall County, Texas",43.5,1237,1393,32921,54817,22846,20659,40734,30060,3.4793750254671236,0.3438516590761223,0.562459336369551,0.07774886141834743,0.0009759271307742355,0.0029277813923227064,0.0,0.0,0.012036434612882238,0.5029277813923227,0.4970722186076773,0.04033832140533507,0.0494469746258946,0.09596616785946649,0.08945998698763825,0.0468445022771633,0.08165256994144438,0.10735198438516591,0.1206896551724138,0.05627846454131425,0.08132726089785296,0.12264150943396226,0.07905009759271307,0.028952504879635653,0.7440318302387268,0.25596816976127323,0.09377401998462721,0.1083781706379708,0.191391237509608,0.1652574942352037,0.10684089162182936,0.13604919292851653,0.07916986933128363,0.0830130668716372,0.013066871637202153,0.023059185242121444
"Franklin County, Texas",43.0,6682,3673,52944,67848,25602,29826,41613,35053,37.550414745895615,0.14186721603146363,0.7922090083341137,0.038205824515404066,0.0020601179885757093,0.00046820863376720664,0.0007491338140275306,0.0,0.024440490682648187,0.5021069388519525,0.49789306114804754,0.05496769360427006,0.06292724037831257,0.07865905047289072,0.07435153104223242,0.04925554827231014,0.09982208071916847,0.10572150950463527,0.12379436276804945,0.07388332240846521,0.06863938571027249,0.12014233542466524,0.07069950369884821,0.017136435995879763,0.8337112622826909,0.16628873771730915,0.04492905937992643,0.04939569101418812,0.12690488702049396,0.13215974776668418,0.12138728323699421,0.17288491854965843,0.15186547556489752,0.12900683131897006,0.02469784550709406,0.04676826064109301
"Frio County, Texas",31.4,7552,6172,42476,63369,18288,20819,35740,28381,17.109821694025854,0.7878209755594514,0.1564916984634423,0.03903269052284212,0.00046406104980921934,0.008868722285242858,0.0,0.0011859337939568938,0.006135918325255234,0.5970918840878622,0.40290811591213777,0.06012168711972775,0.060946684541610806,0.06053418583066928,0.0909044034237393,0.1042074868516036,0.18320098999690626,0.12297617819944312,0.10797153758894504,0.039960812622460554,0.04640610498092194,0.06991853150458904,0.04336392698772816,0.00948747035165515,0.7795716010932435,0.2204283989067565,0.08585640138408304,0.09472318339100345,0.12326989619377163,0.10553633217993079,0.15873702422145328,0.15938581314878894,0.10121107266435986,0.11872837370242215,0.03222318339100346,0.02032871972318339
"Lampasas County, Texas",42.2,13784,7502,58194,73074,28158,30331,52763,35051,28.954563500135375,0.19500968992248063,0.7257751937984496,0.04375,0.0012112403100775194,0.010077519379844961,0.003052325581395349,0.0037790697674418604,0.017344961240310076,0.4935562015503876,0.5064437984496124,0.05503875968992248,0.053972868217054264,0.07315891472868218,0.07252906976744186,0.04685077519379845,0.10586240310077519,0.12601744186046512,0.1381298449612403,0.06947674418604652,0.07664728682170542,0.11114341085271318,0.05184108527131783,0.01933139534883721,0.8523367256199981,0.14766327438000199,0.08154561902300336,0.029594210390281726,0.07818557766864823,0.07883173946756268,0.17162057379167744,0.1872576893254071,0.1258723184285345,0.14060480744378392,0.06668389764797106,0.039803566813130006
"Mason County, Texas",46.9,2579,1584,40708,60697,25602,22571,38106,28289,4.479800524527473,0.2350396539293439,0.7279500120163422,0.0002403268445085316,0.002883922134102379,0.022110069694784906,0.0,0.0,0.011776015380918048,0.5157414083153088,0.48425859168469115,0.05118961788031723,0.029800528719057917,0.07137707281903388,0.08435472242249459,0.04806536890170632,0.07594328286469598,0.10694544580629656,0.12809420812304734,0.07642393655371305,0.07690459024273011,0.1545301610189858,0.07954818553232396,0.01682287911559721,0.7966265060240963,0.20337349397590362,0.09958008398320337,0.07978404319136173,0.09478104379124175,0.13917216556688664,0.1859628074385123,0.1307738452309538,0.1205758848230354,0.07198560287942411,0.04799040191961608,0.029394121175764846
"Dickens County, Texas",43.9,1223,886,41618,57230,23452,26317,46406,37422,2.457514716254641,0.3037003610108303,0.6601985559566786,0.030685920577617327,0.0,0.005415162454873646,0.0,0.0,0.0,0.5157942238267148,0.4842057761732852,0.04918772563176895,0.04648014440433213,0.07806859205776173,0.06588447653429604,0.03700361010830325,0.09025270758122744,0.1457581227436823,0.11101083032490974,0.05776173285198556,0.08709386281588448,0.12454873646209386,0.09205776173285199,0.014891696750902527,0.8116634799235182,0.18833652007648183,0.11995249406175772,0.1163895486935867,0.11757719714964371,0.07482185273159145,0.16508313539192399,0.167458432304038,0.10451306413301663,0.08669833729216152,0.023752969121140142,0.023752969121140142
"Tarrant County, Texas",34.3,1306518,521057,64874,89207,32092,35417,51827,42119,2338.8946397019145,0.28527156497326456,0.47441233241764635,0.15833299092019365,0.002869834656533218,0.05268723356751092,0.0017198215623247196,0.0019683392434666335,0.02273788265905998,0.4894931971997701,0.5105068028002299,0.07153249764725043,0.07516620238745293,0.07631126493024426,0.07086516331621598,0.06732254872208941,0.14900714216052954,0.13738027710216502,0.13337379584024966,0.0603373206724631,0.051479299021721533,0.06569777774697434,0.029917667379381053,0.011609043073262715,0.8367368320744937,0.16326316792550635,0.049289336833596806,0.03604174564911051,0.0778017010135981,0.09060865957553345,0.12377484817487965,0.18870807373443302,0.13355460339487407,0.15874362477557064,0.06854698531463028,0.07293042153377349
"Anderson County, Texas",39.1,27169,16504,43355,55852,16868,26621,36865,26890,54.45263167800645,0.1752760831619515,0.5929868828093946,0.2095812522682889,0.002730587767658089,0.005513022138499559,0.00015553980955014432,0.00025923301591690716,0.0134973990287403,0.6119973039766344,0.3880026960233655,0.05169106337383129,0.05158737016746453,0.056616490676252525,0.05253789122582652,0.06155920017973489,0.15244629556020256,0.17118020151046437,0.1427336985638491,0.0557696628242573,0.06218135941793547,0.0839742149560168,0.042877140832656445,0.014845410711508219,0.8593781705859806,0.14062182941401935,0.0588735646151042,0.07418433683698888,0.1374931648338295,0.13062762014703203,0.16228203414545234,0.1972173279057051,0.11209672519594142,0.08700407072118597,0.02563946776839419,0.014581687830366365
"Jackson County, Texas",38.5,9508,4568,60276,71786,26329,33144,54392,31335,17.867412227241655,0.3288124156545209,0.588191632928475,0.06390013495276653,0.0,0.00904183535762483,0.0005398110661268556,0.0,0.00951417004048583,0.4875843454790823,0.5124156545209176,0.07105263157894737,0.07449392712550608,0.07004048582995952,0.06039136302294197,0.06005398110661268,0.11052631578947368,0.1346153846153846,0.11423751686909582,0.07584345479082322,0.0606612685560054,0.08832658569500675,0.05317139001349527,0.026585695006747637,0.8421629771777123,0.1578370228222877,0.07790719877792629,0.03303417987397365,0.09623830437273248,0.06740500286423524,0.1273629940805805,0.21634523582203552,0.18350200496467442,0.11189612373496277,0.05289287760168035,0.03341607790719878
"Milam County, Texas",41.3,15076,9389,47081,61094,24015,28440,47693,32055,24.25374785503213,0.2618796626662342,0.625445994161531,0.08486052546221214,0.0011352578657152124,0.0049059357768407395,0.0,0.00048653908530651963,0.021286084982160232,0.500445994161531,0.49955400583846904,0.06276354200454103,0.06402043464158287,0.06916963996107688,0.07691372040220565,0.056276354200454105,0.1119850794680506,0.09414531300681155,0.12832468374959455,0.06446642880311385,0.07480538436587739,0.11510703859876743,0.05684398313331171,0.02517839766461239,0.8663714616785301,0.13362853832146995,0.05074085918345592,0.08431936893721352,0.13090288881782325,0.12077603666986463,0.13751199232491207,0.19486195501545678,0.1173648864726575,0.10819742031766336,0.0345378957467221,0.02078669651423089
"Comanche County, Texas",44.8,7999,5122,47893,60948,25127,30762,41545,30548,14.39078307400776,0.2763245646535754,0.6993701370878103,0.006446832160059281,0.004001482030381623,0.0054835124120044465,0.0,7.410151908114116e-05,0.00829937013708781,0.49929603556872915,0.5007039644312709,0.056465357539829564,0.059948128936643204,0.06669136717302705,0.07499073731011485,0.042386068914412746,0.09470174138569841,0.10655798443868099,0.12197110040755836,0.06202297147091516,0.07261948869951834,0.13530937384216377,0.08062245276028158,0.025713227121155983,0.818913632260006,0.18108636773999398,0.07547528517110266,0.0634980988593156,0.1155893536121673,0.10114068441064639,0.16977186311787074,0.18992395437262358,0.12129277566539924,0.12946768060836503,0.01730038022813688,0.016539923954372624
"Brooks County, Texas",32.7,2656,3129,27378,41408,13800,12964,29219,22227,7.611132606494904,0.938857938718663,0.055710306406685235,0.0005571030640668524,0.0,0.0,0.0,0.0,0.004874651810584958,0.5186629526462395,0.4813370473537604,0.06977715877437327,0.06880222841225626,0.07005571030640668,0.07813370473537605,0.1362116991643454,0.11573816155988859,0.11155988857938719,0.10403899721448467,0.042061281337047354,0.04860724233983287,0.0903899721448468,0.05738161559888579,0.0072423398328690805,0.7811087677011148,0.2188912322988852,0.19103313840155944,0.050682261208576995,0.1915204678362573,0.15497076023391812,0.09990253411306042,0.148635477582846,0.06627680311890838,0.08820662768031189,0.0043859649122807015,0.0043859649122807015
"Titus County, Texas",33.8,18506,11305,46698,59775,20633,26798,38409,29067,80.6044471588964,0.4282004277421326,0.4543538038496792,0.09022303696914145,0.0025664527956003667,0.010174152153987167,0.0,0.0012221203788573174,0.013260006110601893,0.4902535899786129,0.5097464100213871,0.07742132600061107,0.08652612282309807,0.0792239535594256,0.07723800794378247,0.07207454934311029,0.12364802933088909,0.1184540177207455,0.12202871982890315,0.05346776657500764,0.05310113046135044,0.07937671860678276,0.042224259089520315,0.015215398716773602,0.8176052218356477,0.18239477816435234,0.048064335141200676,0.06583130727510754,0.14961660744342622,0.10791097811857116,0.16121189452029175,0.20226295118758184,0.1064148120441369,0.10678885356274546,0.028053113895642415,0.023845146811296052
"Liberty County, Texas",35.7,40606,26179,49850,66052,22757,33609,50966,35476,70.66907806989904,0.23329505753585303,0.6452932984779263,0.098482812538174,0.0037990764945884537,0.006107840023454106,9.772544037526569e-05,0.0004519801617356038,0.012472209327893283,0.4939898854169212,0.5060101145830789,0.06981261146808043,0.07071657179155164,0.07240233563802496,0.06750384793921478,0.06740612249883951,0.14297231926901371,0.12546724976179424,0.1326989323495639,0.06829786714226381,0.054005521487381206,0.08066013534973492,0.038528254867948496,0.009528230436588405,0.8096633875393161,0.19033661246068392,0.06335152463458382,0.05900087776208831,0.1150631607067893,0.11826890050757546,0.1457085066595428,0.19413807579284814,0.1218944395679884,0.11334580009922528,0.035644773499217644,0.033583940770140826
"Wise County, Texas",38.4,41587,18246,61709,79497,28781,33139,52564,40089,71.4721681037247,0.1902875972709974,0.7714847073748047,0.011742137099893253,0.003991398381781896,0.004347220718142298,0.0017636411454385124,3.094107272699144e-05,0.01635235693621498,0.5016166710499853,0.4983833289500147,0.06655424743575859,0.06776094927211126,0.07060752796299448,0.06754436176302232,0.05854050959946781,0.12407370163523569,0.1200668327170903,0.14188028898961927,0.07319110753569827,0.06277943656306564,0.09277680657188385,0.03873822305419329,0.015486006899859218,0.8223984921071232,0.17760150789287676,0.04750905797101449,0.035778985507246376,0.08573369565217391,0.0938858695652174,0.13401268115942028,0.20009057971014493,0.13754528985507247,0.1721467391304348,0.04583333333333333,0.04746376811594203
"Jim Wells County, Texas",34.8,22127,14047,42005,62151,21274,26676,47272,26447,47.61145208456142,0.8025830258302583,0.18042338318120024,0.006166245872985045,0.0006797436395416586,0.006141969314429986,0.0015294231889687317,0.0004855311711011847,0.0019906778015148572,0.48985239852398527,0.5101476014760148,0.07382501456593513,0.07542726743056904,0.08547776267236357,0.07705379685375802,0.06302194600893378,0.12876286657603417,0.12361623616236163,0.1146339094969897,0.05365119440668091,0.05860361235191299,0.08314721305107788,0.048067585939017284,0.014711594484365896,0.8162700066178092,0.18372999338219073,0.12083109714022848,0.06447903089779959,0.1418385340795829,0.11500421682128345,0.101433719236372,0.1627693015410565,0.12060108870658591,0.10503718469677222,0.03986812849804493,0.028137698382274017
"Dimmit County, Texas",33.7,3740,4897,27832,50693,18121,20829,41473,21983,8.024020137182676,0.8669230047828941,0.09453249554534371,0.00046891118822095095,0.0,0.037700459532964456,0.0,0.0,0.00037512895057676077,0.4863546844227703,0.5136453155772297,0.09518897120885304,0.06996154928256589,0.09200037512895058,0.08102785332458032,0.04904811028791147,0.12604332739379162,0.1366407202475851,0.08656100534558754,0.040795273375222735,0.06011441432992591,0.0869361342961643,0.04829785238675795,0.027384413392103537,0.777830412126954,0.22216958787304594,0.14324569356300998,0.09972801450589303,0.23390752493200362,0.11997582351163494,0.08371109096403748,0.09307948020550015,0.09338168631006347,0.0794802055001511,0.030825022665457842,0.022665457842248413
"Fort Bend County, Texas",36.0,558076,139849,95561,123548,39472,46297,71336,53339,858.1214556478664,0.24299038875107867,0.33721065487960916,0.20198230318310065,0.002234419253877096,0.19749993913506875,0.00019071011791566014,0.002141093025960922,0.015750491653389095,0.49121651414365747,0.5087834858563425,0.06986617830449238,0.07874840060486216,0.08048237486846412,0.07393736592808199,0.05829237348885901,0.12345842654684841,0.15329035818335762,0.14114307045994953,0.06392305590646818,0.05561431651387315,0.06711778852006244,0.02547265000500445,0.008653640669676551,0.8886115920667075,0.11138840793329256,0.031022523558800422,0.017566552797322697,0.047968365446803336,0.05437514378355854,0.08521102000599008,0.1554945937381989,0.12829617025709586,0.20470004036791228,0.11664590395909386,0.15871968608522405
"Irion County, Texas",44.1,1076,398,54706,75706,31449,40776,60100,33917,1.4492974140882358,0.24540682414698162,0.7125984251968503,0.03543307086614173,0.0,0.0,0.0,0.0,0.006561679790026247,0.5485564304461942,0.45144356955380577,0.03937007874015748,0.06692913385826772,0.09251968503937008,0.08333333333333333,0.05708661417322835,0.08005249343832022,0.09186351706036745,0.14041994750656167,0.06824146981627296,0.09055118110236221,0.09514435695538058,0.06167979002624672,0.03280839895013123,0.8607427055702918,0.13925729442970822,0.07413249211356467,0.08201892744479496,0.05993690851735016,0.14668769716088328,0.09305993690851735,0.1640378548895899,0.12145110410094637,0.14668769716088328,0.0583596214511041,0.05362776025236593
"Cooke County, Texas",40.4,25615,12832,57646,73257,28751,32021,47181,35469,45.23382220139231,0.17798387708170124,0.7576002628187309,0.024437087766293497,0.005584898031386621,0.009021758358393773,0.00042960754087589397,0.0010108412726491623,0.023931667129968918,0.49682848550706327,0.5031715144929367,0.06765055217204519,0.06638700058123373,0.0616613176315989,0.06679133709029339,0.0644411311313841,0.1217558312905916,0.10679538045538399,0.1246367289176417,0.06674079502666094,0.07513077758964899,0.10388921179651765,0.05443380253215739,0.019686133784842436,0.850896258981768,0.14910374101823204,0.045028630921395106,0.03461738677771994,0.09454711087975012,0.11784226965122332,0.16072358146798543,0.17172045809474232,0.13410983862571577,0.1577954190525768,0.04476834981780323,0.038846954711087976
"Dawson County, Texas",33.0,6020,4642,44657,62692,21543,26579,44051,26088,14.39954859792115,0.5709657513113237,0.35714285714285715,0.058855291576673865,0.004319654427645789,0.00046282011724776306,0.0,0.0,0.008253625424251775,0.5580839247145942,0.4419160752854057,0.06572045664918236,0.05708114779389077,0.08230484418389386,0.057312557852514656,0.09912064177722925,0.16638383215057082,0.12573279851897562,0.10282320271521135,0.054612773835236036,0.04635914841098426,0.07536254242517741,0.04705337858685591,0.02013267510027769,0.8457551385165326,0.1542448614834674,0.09116149930587691,0.07450254511800093,0.1885701064322073,0.08630263766774642,0.14090698750578437,0.13951874132346137,0.10203609440074039,0.12008329477093937,0.024525682554372975,0.03239241092086997
