county_state,sex_age_median_age_in_years,health_ins_noninst_pop_private,health_ins_noninst_pop_public,inc_med_hhld_inc_dol,inc_mean_hhld_inc_dol,inc_per_capita_inc_dol,inc_med_earn_workers_dol,inc_med_earn_male_full_yr_workers_dol,inc_med_earn_female_full_yr_workers_dol,pop_density,percent_race_pop_hispanic_or_latino_of_any_race,percent_race_pop_white_alone,percent_race_pop_black_or_african_american_alone,percent_race_pop_american_indian_and_alaska_native_alone,percent_race_pop_asian_alone,percent_race_pop_native_hawaiian_and_other_pacific_islander_alone,percent_race_pop_some_other_race_alone,percent_race_pop_two_or_more_races,percent_sex_age_pop_male,percent_sex_age_pop_female,percent_sex_age_pop_under_5,percent_sex_age_pop_5_to_9,percent_sex_age_pop_10_to_14,percent_sex_age_pop_15_to_19,percent_sex_age_pop_20_to_24,percent_sex_age_pop_25_to_34,percent_sex_age_pop_35_to_44,percent_sex_age_pop_45_to_54,percent_sex_age_pop_55_to_59,percent_sex_age_pop_60_to_64,percent_sex_age_pop_65_to_74,percent_sex_age_pop_75_to_84,percent_sex_age_pop_85_and_over,percent_health_ins_noninst_pop_cov_yes,percent_health_ins_noninst_pop_cov_no,percent_inc_hhlds_less_than_10_000,percent_inc_hhlds_10_000_to_14_999,percent_inc_hhlds_15_000_to_24_999,percent_inc_hhlds_25_000_to_34_999,percent_inc_hhlds_35_000_to_49_999,percent_inc_hhlds_50_000_to_74_999,percent_inc_hhlds_75_000_to_99_999,percent_inc_hhlds_100_000_to_149_999,percent_inc_hhlds_150_000_to_199_999,percent_inc_hhlds_200_000_or_more
"Swisher County, Texas",35.7,3522,2847,38418,53684,19258,29923,41679,31250,8.407477307450346,0.43479422768572956,0.46953500801710313,0.05251202565473009,0.006680919294494923,0.0022715125601282735,0.0010689470871191875,0.0020042757883484766,0.03113308391234634,0.5392838054516301,0.4607161945483699,0.06373597006948156,0.06787814003206841,0.07242116515232495,0.07081774452164617,0.04917156600748263,0.16007482629609834,0.12172634954569748,0.1038214858364511,0.05558524853019776,0.055718866916087656,0.09607161945483698,0.05438268305718867,0.02859433458043827,0.8111273792093704,0.18887262079062958,0.1173428798727128,0.04455051710421639,0.15950676213206047,0.14041368337311058,0.15910898965791567,0.1614956245027844,0.10739856801909307,0.07159904534606205,0.01869530628480509,0.01988862370723946
"Hunt County, Texas",37.8,55072,31012,51928,67512,25077,30364,50090,36033,109.6603755622724,0.15837963364875424,0.7220678878374859,0.07918439100616373,0.010330757878288046,0.012414272072228493,0.0004666203663512458,0.0007813178227276674,0.016375119368000693,0.49135124576786177,0.5086487542321382,0.06298289782099141,0.06662904766038719,0.06841956767080476,0.07265170587724629,0.0679963538501606,0.12262349162253668,0.11738215122840524,0.13330150186648146,0.07102396041323032,0.05940185780015626,0.0936279190901988,0.04811615591631218,0.01584338918308881,0.8297571869594728,0.1702428130405272,0.07019061447681424,0.059995674874107945,0.1270660199573666,0.10389570267848867,0.11912632456980445,0.16883437857209058,0.13726095956007292,0.13077327072198708,0.052457598319379656,0.030399456269887857
"Camp County, Texas",38.7,7583,4746,42604,56091,20898,28550,41320,30332,65.42351937992412,0.24654647623507375,0.5600561929290564,0.16561304924685866,0.004058378209630844,0.0034340123312260984,0.0,0.0,0.02029189104815422,0.48544447045968936,0.5145555295403106,0.07437758526496527,0.07500195114337002,0.07094357293373917,0.06657301178490596,0.06181222196206977,0.10926402872083041,0.10286427846718177,0.13236556622180598,0.06516818855849528,0.062046359166471554,0.10419105595879186,0.05525638023881995,0.02013579957855303,0.8337774294670847,0.16622257053291536,0.09569479965899404,0.0552003410059676,0.10954816709292413,0.1474850809889173,0.14620630861040068,0.1837169650468883,0.13469735720375106,0.08610400682011936,0.033674339300937765,0.0076726342710997444
"Hansford County, Texas",34.3,3468,1398,39229,54819,20127,28285,40861,24109,6.0305932746980355,0.47196682891653147,0.524788173787633,0.0005408328826392645,0.000721110510185686,0.0,0.0,0.0,0.0019830539030106366,0.501712637461691,0.498287362538309,0.08418965206417883,0.06544077879935101,0.08527131782945736,0.07860104561023977,0.07769965747250766,0.11862267892554534,0.13268433387416623,0.09807102938525329,0.05462412114656571,0.04921579232017307,0.08779520461510726,0.048674959437533805,0.019109428519920677,0.8028555738605162,0.1971444261394838,0.07493261455525606,0.03881401617250674,0.12237196765498652,0.2215633423180593,0.14393530997304582,0.15956873315363881,0.10296495956873315,0.07870619946091645,0.04582210242587601,0.011320754716981131
"Guadalupe County, Texas",36.7,112769,41595,70931,86049,30817,36663,52101,39372,218.11819158329257,0.37684111462771613,0.5070034872403102,0.07180749917814577,0.001766180859498379,0.016617570276594235,0.0015856952242211723,0.003416335239175696,0.020962117354338422,0.49536860968047597,0.5046313903195241,0.06387902305703991,0.07289685890535462,0.0734640994733687,0.0754623332925092,0.06149403430516254,0.126868509768785,0.13949605832264386,0.13793614676060514,0.0636082946041241,0.05121279900990737,0.08100582066173768,0.03961015102780124,0.013065870810960634,0.8851510396233817,0.11484896037661828,0.04451390588811268,0.03172839738640857,0.06564106426648088,0.06950119569924869,0.12448453122940478,0.19810947709341517,0.14960363040653774,0.18560641723313312,0.07567740599167717,0.05513397480558119
"Clay County, Texas",46.2,6666,3970,51191,68492,27678,30421,54855,32134,9.540228407047296,0.059304900356214496,0.9007413112544527,0.005680177144507558,0.01097525753345528,0.005776451333397516,0.0,0.0,0.017521902377972465,0.500144411283335,0.4998555887166651,0.04467122364494079,0.058438432656204874,0.06498507750072206,0.058342158467314914,0.0520843361894676,0.09473380186771926,0.11110041397901223,0.12919996149032445,0.07701935111196688,0.08693559256763261,0.12900741311254452,0.06941369018966015,0.02406854722248965,0.8608661951361303,0.13913380486386978,0.05142150803461063,0.05414091470951792,0.11668726823238566,0.11841779975278122,0.14684796044499382,0.18022249690976513,0.1260815822002472,0.12855377008652658,0.04103831891223733,0.03658838071693449
"Hill County, Texas",42.1,20761,13269,48823,65716,24745,26824,42115,32047,36.91799072852517,0.20472329726828442,0.7073363654340518,0.06438034972739343,0.0032486793412243283,0.003389926269103647,0.001836210062431142,0.0004237407836379559,0.014661431113873273,0.4972739342919292,0.5027260657080709,0.05969095172180005,0.06672504873019011,0.06652730303115907,0.06929574281759372,0.055651289584451535,0.10890138139495466,0.1072346676459787,0.12460803977513489,0.07375914573858018,0.06364586570242098,0.11573773270431369,0.06873075510607644,0.01949207604734597,0.8381481268343213,0.16185187316567878,0.06719398543347169,0.053175659801080744,0.1224058266113243,0.117393687837732,0.14871955517268384,0.19429869214503875,0.10917064766230715,0.12530346933980735,0.027958336596444516,0.034380139400109644
"Nacogdoches County, Texas",30.6,38257,20424,43598,60789,22580,22169,43277,31661,69.2594318144602,0.19166234479392294,0.5960981115958388,0.17253424448579882,0.002776167668324232,0.016504469324872633,0.000106775679550932,0.001159278806552976,0.019158607645138655,0.4784313127307117,0.5215686872692883,0.06688733640440526,0.0701668751334696,0.05968760486897099,0.09873699624759755,0.1328899600353885,0.11774306720766345,0.10094877818115257,0.10320632112022941,0.06186887946551146,0.05070319411818543,0.07936483724335702,0.04223740809664724,0.01555874187742152,0.8106064113842972,0.1893935886157028,0.1007781124497992,0.06555388219544846,0.15164825970548862,0.09927208835341365,0.14148259705488622,0.17779451137884872,0.10286981258366801,0.10379016064257028,0.020289491298527442,0.0365210843373494
"Parmer County, Texas",33.9,5620,3015,54184,67600,23686,30163,38567,28653,11.18503212915238,0.629415347137637,0.3452090946000812,0.010860738936256598,0.0029435647584246855,0.002537555826228177,0.0,0.0,0.00903369874137231,0.5134997969955339,0.4865002030044661,0.07714169711733658,0.07693869265123833,0.09135200974421437,0.07480714575720666,0.06587494924888347,0.13398294762484775,0.1146975233455136,0.12190418189200163,0.05318717011774259,0.06059683313032887,0.07409663012586278,0.04181892001624036,0.013601299228583028,0.7954359394187475,0.20456406058125257,0.05093429776974081,0.03676913803496082,0.09282700421940929,0.13532248342374925,0.1262808921036769,0.2359855334538879,0.11241711874623267,0.1512959614225437,0.039783001808318265,0.01838456901748041
"Presidio County, Texas",41.8,2491,2903,27061,39099,16066,20353,32396,39318,1.847609442910606,0.836164537414011,0.13856521128737892,0.0,0.0,0.025270251298610137,0.0,0.0,0.0,0.49094482661799804,0.509055173382002,0.07103748420609293,0.07482802190088446,0.08072441387056016,0.09125368524498105,0.03608030324301558,0.0765127053207918,0.12508774392812017,0.11877018110346764,0.048575038607328376,0.05306752772708129,0.12129720623332865,0.08662080584023586,0.01614488277411203,0.7002667415414854,0.2997332584585147,0.14807765511990864,0.13856109630757518,0.15531023981728206,0.14845831747240198,0.14845831747240198,0.10239817282070804,0.03311762466692044,0.12561857632280168,0.0,0.0
"Val Verde County, Texas",31.7,25159,16463,45521,62212,20881,25695,42405,29106,15.5901105016297,0.8176311012299345,0.1552613865829033,0.012462520651885696,0.001305403145205703,0.005813123380994146,0.0006323046484590124,0.0,0.006894160360617619,0.5083933342851898,0.4916066657148102,0.08550390601097355,0.07234788993819732,0.08213841352724009,0.07691680094641729,0.08415770901748017,0.14322720133803823,0.11628286454402675,0.10985783343871744,0.03799946967997226,0.050951516511310094,0.0780182348501846,0.04118138984641116,0.021416770351031063,0.8139419445343693,0.18605805546563073,0.10629334370341564,0.054637371184133775,0.10259900187957742,0.12755201244409878,0.14621816060664983,0.16404173958130794,0.10914511633936094,0.13844059887225355,0.025730766737960983,0.02534188865124117
"Ector County, Texas",30.3,95751,38448,60676,82506,28700,35230,54956,35600,176.36451324387872,0.5965126119412412,0.3336448952267876,0.04233873514291849,0.002140935443533617,0.010685730886309381,0.00031577218931174296,0.002052519230526329,0.012308799939371739,0.5068080484015611,0.4931919515984388,0.09173813643884755,0.08398277146935115,0.0804777001679908,0.07253287188490735,0.0793346048426823,0.1650288615781031,0.1250963105177401,0.10805724318247843,0.052752901946419774,0.04645008904775739,0.054653850526076464,0.028185825617966176,0.011708832779679428,0.7854493399077461,0.21455066009225385,0.049293605882126494,0.036397582476806405,0.0927358817415406,0.10249451437810371,0.12876775609192748,0.18851291527120145,0.13438811256111174,0.15756245909843322,0.05893675174192555,0.050910420756823345
"Glasscock County, Texas",36.0,960,233,75833,94304,30902,30061,42404,24722,1.5885041178914436,0.43776223776223777,0.5622377622377622,0.0,0.0,0.0,0.0,0.0,0.0,0.5503496503496503,0.44965034965034967,0.04755244755244755,0.04825174825174825,0.08881118881118881,0.09230769230769231,0.11048951048951049,0.08531468531468532,0.16013986013986015,0.0937062937062937,0.04755244755244755,0.1048951048951049,0.06083916083916084,0.04825174825174825,0.011888111888111888,0.7972027972027972,0.20279720279720279,0.05092592592592592,0.0,0.16435185185185186,0.05787037037037037,0.11342592592592593,0.09027777777777778,0.17824074074074073,0.18518518518518517,0.11342592592592593,0.046296296296296294
"Grimes County, Texas",40.3,14468,9388,50298,72230,23513,28611,42188,31545,35.087184605831105,0.23944987332609483,0.5849800941006152,0.15074194715888528,0.003257328990228013,0.0016286644951140066,0.0,0.0005428881650380022,0.01939920376402461,0.5389793702497285,0.46102062975027147,0.05551936301121969,0.058052841114730365,0.07148027506333696,0.06670285921100254,0.061563517915309444,0.11483894317770539,0.13058269996380745,0.13279044516829533,0.07061165399927614,0.07303655446977922,0.10499457111834962,0.041730003619254434,0.018096272167933407,0.8632095071885648,0.1367904928114352,0.07210280905265552,0.06004776526782668,0.12441715000568634,0.11440918912771522,0.12646423291254408,0.17150005686341407,0.10883657454793585,0.1348800181962925,0.041737745934265894,0.04560445809166382
"Collin County, Texas",36.6,757027,153370,94192,120691,43439,50063,76606,53878,1122.521027581911,0.15181765235347064,0.5796611425848467,0.09392915762164451,0.0033165669508127284,0.14349340816434586,0.000616296923810028,0.0028495790755546143,0.024316196325514905,0.49160586646899984,0.5083941335310002,0.06338539736326573,0.07395139513951395,0.08085985069095145,0.07199237570815906,0.056737438449727326,0.12786890453751257,0.16088314713824323,0.15212897760364272,0.05999470535288823,0.048380367448509556,0.0664065230052417,0.028380367448509556,0.009030550113834914,0.8961037167946099,0.10389628320539018,0.03286090252794746,0.017329840403698966,0.04461332303160538,0.05538788420213922,0.09268838882584446,0.155286476567593,0.12918608300939227,0.20961803124320932,0.12043062027669797,0.14259844991187193
"Angelina County, Texas",37.2,46576,31836,47714,61152,22322,27411,41488,32622,109.81320711673116,0.2188637894232196,0.6074400447452829,0.1464951430821738,0.0012213635896674924,0.011266223018708551,5.7073064937733285e-05,0.0018605819169701051,0.012795781159039803,0.48693597543575284,0.5130640245642472,0.06861323866814295,0.0739324483203397,0.07214035408129488,0.06877304324996861,0.06313422443412056,0.12798064081637311,0.12062963005239308,0.1280719577202735,0.06354515050167224,0.05763238097412307,0.08866871368726244,0.0447224536852078,0.022155763808828062,0.8077395649273904,0.19226043507260962,0.0835526102069324,0.054380664652567974,0.13296299905792158,0.11961147386544521,0.1322483188773024,0.18831822759315206,0.1303641620374882,0.10580515219439302,0.031998180814085696,0.020758210700711432
"Cottle County, Texas",37.9,666,956,34375,47243,20108,21934,40526,26250,1.802203952189961,0.23536660505237214,0.5341959334565619,0.14972273567467653,0.0030807147258163892,0.0,0.0,0.05483672211953173,0.02279728897104128,0.4879852125693161,0.512014787430684,0.10227972889710413,0.08441158348736907,0.0973505853357979,0.06038200862600123,0.019100431300061615,0.11090573012939002,0.04867529266789895,0.14109673444239063,0.07147258163894023,0.04867529266789895,0.1287738755391251,0.06284658040665435,0.024029574861367836,0.8638324091189156,0.1361675908810844,0.11224489795918367,0.08309037900874636,0.1588921282798834,0.15306122448979592,0.18221574344023322,0.17346938775510204,0.06705539358600583,0.02040816326530612,0.029154518950437316,0.02040816326530612
"Hays County, Texas",31.6,151064,41615,65935,85397,30715,30674,51222,40392,301.11196822357954,0.38370805780063677,0.5451285819250551,0.036350722507959836,0.0020377173646828313,0.013744795493509675,0.0003820720058780309,0.00207200587803086,0.01657604702424688,0.4978496203771737,0.5021503796228264,0.062414891011511146,0.06652951261327456,0.06559392603477834,0.0847807984325251,0.12511388684790595,0.14145481263776635,0.1310506980161646,0.1154053392113642,0.056781778104335046,0.046612784717119764,0.06791084986529512,0.028322312025471467,0.008028410482488367,0.8599522682465252,0.14004773175347487,0.06604026466895219,0.03711855081051339,0.07804630295847971,0.08153101677459404,0.11613831633300885,0.1812474428972503,0.1487704744571888,0.15743288046161877,0.06536307332007167,0.06831167731832226
"Lipscomb County, Texas",34.9,2284,903,57372,73911,28491,31290,54271,28693,3.721360329376326,0.3029691553761891,0.6491784375900836,0.0051888152205246466,0.01989045834534448,0.0025944076102623233,0.0,0.0,0.02017872585759585,0.5304122225425194,0.46958777745748054,0.07725569328336697,0.08792159123666762,0.05851830498702796,0.07149034303833958,0.04900547708273278,0.15941193427500722,0.0910925338714327,0.11501873738829634,0.07149034303833958,0.06601326030556356,0.07552608820985875,0.05217641971749784,0.025079273565869125,0.8098714953271028,0.1901285046728972,0.04538216560509554,0.0804140127388535,0.06369426751592357,0.1265923566878981,0.10111464968152867,0.18789808917197454,0.16401273885350318,0.14410828025477707,0.054140127388535034,0.03264331210191083
"Matagorda County, Texas",37.8,19869,13234,45500,62232,24376,27739,50541,31655,33.619850379176064,0.4202433116511989,0.4444383964292518,0.09762403723158153,0.0026671746999428463,0.019323408540402254,0.0014424516234384781,0.0,0.014261219824184199,0.4985711564107449,0.5014288435892551,0.07019024031788368,0.06956427074544812,0.07522521296573496,0.06365838390986038,0.06425713741392919,0.12617369294831668,0.1092725144925564,0.12241787551370328,0.06335900715782598,0.07530686117083527,0.08747244373077866,0.047682551778570066,0.02541980785455733,0.803505585823565,0.19649441417643498,0.11806981519507187,0.06644177178058082,0.10618949838662364,0.10882956878850103,0.14073041947785275,0.17241126430038134,0.11645643883836902,0.10340275740686418,0.03131416837782341,0.03615429744793194
"Pecos County, Texas",35.9,8454,3966,52282,66605,20688,31217,41998,29243,3.3160258489221395,0.6860163322149775,0.255744761663607,0.03589289105526366,0.010381718047730581,0.004684433753244287,0.0010761537000696334,0.0010761537000696334,0.005127555865037665,0.5703614610369058,0.4296385389630943,0.0697600810280433,0.08159777172880926,0.0570994492625182,0.05811229980376021,0.06368297778059125,0.15730834968664936,0.143508261062227,0.13015129454959803,0.06526555675128189,0.04703424700892574,0.06963347471038805,0.04026080901436982,0.01658542761283788,0.7969183584051409,0.20308164159485906,0.07636603028308098,0.05156901470265526,0.07000219442615756,0.13188501206934386,0.1575597981127935,0.16238753565942507,0.16370419135396094,0.1402238314680711,0.02589422865920562,0.02040816326530612
"Rockwall County, Texas",37.6,73615,17178,94767,114436,39295,48192,70422,50851,736.7004956337031,0.17306336900108926,0.7159821447641016,0.060549753315819826,0.00239208901988424,0.024561628329168535,0.0,0.000608701223809829,0.022842314346126737,0.4930159543794451,0.5069840456205549,0.062215672454667775,0.07471006599602742,0.08580551461950835,0.07728369748617074,0.053031759253326496,0.11404070822921339,0.1515345678221311,0.14329040387860148,0.06914632323102882,0.05050084363853826,0.07291599923111425,0.03301937164947353,0.012505072510198416,0.8875468285751195,0.11245317142488051,0.023981800372839583,0.021833233277512718,0.04436159120351354,0.054219722582072104,0.09674871243957155,0.14853549875193528,0.1347909886568296,0.2311921387721571,0.12082530253720497,0.12351101140636354
"Rusk County, Texas",38.5,28715,16142,52329,68838,24842,28644,52884,34028,58.00092420541601,0.16522063625338185,0.6404328762011382,0.17037037037037037,0.0014553596417576267,0.00561619554062879,0.0004104860528034332,0.0005784121653139285,0.01591566377460584,0.5295083496594831,0.4704916503405168,0.05909133314674876,0.06912958298348726,0.06142364026495009,0.06705849426252448,0.060882545013527384,0.1327549211680194,0.1304785894206549,0.12984420188450416,0.06985726280436608,0.058830114749510214,0.09094131915290606,0.05200111950741674,0.017706875641384456,0.8074634826850484,0.19253651731495158,0.06648106904231625,0.051002227171492207,0.10985523385300668,0.10061247216035635,0.15306236080178173,0.183630289532294,0.12639198218262807,0.12594654788418708,0.04838530066815145,0.03463251670378619
"Throckmorton County, Texas",46.6,942,586,44196,62624,28895,30755,53000,29808,1.717162419237479,0.1499680918953414,0.824505424377792,0.01021059349074665,0.0,0.0,0.0,0.0,0.015315890236119975,0.44288449266113594,0.5571155073388641,0.053605615826419914,0.031269942565411615,0.05232929164007658,0.0816847479259732,0.06253988513082323,0.11167836630504148,0.07466496490108487,0.13592852584556478,0.06445437141033823,0.08296107211231653,0.13209955328653478,0.09061901723037652,0.02616464582003829,0.8258354755784062,0.17416452442159383,0.12802275960170698,0.07396870554765292,0.10384068278805121,0.10668563300142248,0.10810810810810811,0.19772403982930298,0.07681365576102418,0.155049786628734,0.029871977240398292,0.01991465149359886
"Walker County, Texas",35.4,42049,14108,41855,56197,17789,26533,40050,36918,91.22289351739686,0.1787416653853143,0.5662645549979731,0.22914773759767398,0.003578467688952879,0.012734312752484659,0.00013978389409972182,0.00022365423055955492,0.009169823452941752,0.5820880918100616,0.41791190818993834,0.043612574959113214,0.04344483428619354,0.04136205426410769,0.07675533625015726,0.14882791204797383,0.13999356994087142,0.13705810816477726,0.13561833405555013,0.06104362655334852,0.05043402899117964,0.07264568976362544,0.031716965571226885,0.0174869651518752,0.8659637758963618,0.13403622410363825,0.15085967831392125,0.06267332224070993,0.10644296542799038,0.10339249399149565,0.15062858199297466,0.1494268811240525,0.11841375485302275,0.10431687927528194,0.03526529857644666,0.01858014420410427
"Wood County, Texas",48.2,27043,18512,48534,68298,27841,28985,49656,34209,67.90443939898798,0.09843660846741983,0.8278671687778159,0.05329225151203926,0.006322035832477462,0.0030354901289512725,0.0008444596599338127,0.000775989957777017,0.00942599566358553,0.49770626497774734,0.5022937350222526,0.04879607440374301,0.050393700787401574,0.060618509642816384,0.06278671687778158,0.04827114002054091,0.09423713340180304,0.09610863859408879,0.1209631404770056,0.07905968275704667,0.07013579824261097,0.15426223895926053,0.08355585986534292,0.030811365970558027,0.8630130597014926,0.13698694029850747,0.07591797229447704,0.06563426290000605,0.10428891174157644,0.11977496824148569,0.14651261266711027,0.1750045369306152,0.1244933760813018,0.12074284677273002,0.04010646663843687,0.0275240457322606
"Aransas County, Texas",49.6,13508,10606,44865,75471,30939,21567,43182,32005,98.24676947736353,0.27282639421717886,0.6740298025279651,0.014739732665670557,0.0005653596090942131,0.01970682065985543,0.0,0.0013326333642935024,0.016799256955942334,0.4856439042119291,0.514356095788071,0.048742074869765374,0.05023623955094294,0.055687921495779995,0.05455720227759157,0.058393571053588014,0.0811694867342406,0.10027056495578081,0.13084036667608934,0.0734967491822477,0.08084642410047248,0.15462585308726728,0.08557121511933126,0.025562330896902637,0.7948581269476792,0.20514187305232082,0.08863443596268024,0.05576759966072943,0.12319762510602206,0.12097116200169636,0.14938507209499577,0.15298982188295165,0.09499575911789652,0.11100508905852417,0.05046649703138253,0.05258693808312129
"Childress County, Texas",30.9,3865,1841,40794,58832,20234,26674,47958,30625,10.374566948691403,0.31013008580127316,0.5773595350124551,0.0763908109604207,0.009548851370052588,0.013285358427899253,0.0,0.0,0.013285358427899253,0.615693329642956,0.384306670357044,0.04774425685026294,0.05314143371159701,0.05660116246886244,0.054525325214503186,0.10185441461389427,0.25089952947688904,0.12150567395516192,0.08317187932466094,0.04373097149183504,0.0546637143647938,0.0603376695267091,0.053003044561306396,0.01882092443952394,0.8285960378983634,0.17140396210163653,0.10559284116331097,0.035794183445190156,0.11588366890380314,0.16152125279642057,0.14944071588366892,0.19149888143176733,0.07472035794183446,0.09664429530201342,0.052348993288590606,0.016554809843400447
"Coke County, Texas",50.3,2109,1208,45551,53056,24768,30924,47044,30402,3.5924465383623927,0.2131297709923664,0.7557251908396947,0.0061068702290076335,0.013435114503816794,0.00183206106870229,0.0,0.0,0.009770992366412214,0.490381679389313,0.509618320610687,0.031450381679389315,0.03816793893129771,0.08519083969465649,0.06381679389312978,0.028091603053435114,0.06473282442748092,0.1300763358778626,0.14198473282442747,0.07786259541984733,0.06625954198473283,0.1502290076335878,0.09282442748091603,0.02931297709923664,0.8703179099779667,0.12968209002203337,0.07854050711193568,0.05813234384662956,0.14100185528756956,0.11873840445269017,0.1836734693877551,0.17068645640074212,0.12739641311069883,0.10080395794681508,0.013605442176870748,0.0074211502782931356
"Coryell County, Texas",31.5,43175,18655,51440,64278,21507,27227,35608,32747,71.64899415414767,0.18080887132074971,0.5899799705527332,0.1325259653265065,0.006260860337715051,0.019578453089973337,0.0075475201952539496,0.0,0.06329835917706828,0.4991444375174097,0.5008555624825903,0.07100505378768786,0.06300653941556461,0.06825929512263063,0.059133295308334104,0.1117537041212909,0.19131438273488174,0.14427834299433603,0.11180676225974612,0.0483226995980846,0.03809574341084243,0.05602939420870419,0.02613113318919206,0.010863653848704719,0.9010047995580263,0.09899520044197369,0.05346419288339159,0.04427713543067133,0.10370171192973021,0.11947656179976696,0.1634399928296137,0.21847270771712826,0.132921036120821,0.12373397866810075,0.02361745989065161,0.016895222730124587
"Hemphill County, Texas",35.2,2354,1076,63778,79573,26781,27239,51622,37381,4.480925447375332,0.3582861364196011,0.6161044077813347,0.008372322088155627,0.0036936715094804235,0.005909874415168678,0.0,0.0,0.007633587786259542,0.4838709677419355,0.5161290322580645,0.06402363949766067,0.08766313715833539,0.11647377493228268,0.09111056390051711,0.03989165230238857,0.0962817040137897,0.1499630632849052,0.10908643191332185,0.06328490519576459,0.04924895345973898,0.08027579413937454,0.03644422556020684,0.016252154641713864,0.7312095569935291,0.26879044300647087,0.02418745275888133,0.09297052154195011,0.05744520030234316,0.1292517006802721,0.14588057445200303,0.14285714285714285,0.1126228269085412,0.2018140589569161,0.04837490551776266,0.044595616024187455
"Moore County, Texas",30.2,14667,5471,51527,63840,21650,30785,39335,31136,24.23146433581046,0.5491949910554562,0.329067473969084,0.028760148617035915,0.004449337186367598,0.07857437732214119,0.0,0.0,0.00995367184991514,0.52465483234714,0.47534516765285995,0.08944543828264759,0.09054630521535709,0.09082152194853448,0.0779322049447273,0.07715242420072474,0.13545250217879914,0.1222879684418146,0.11077473510389432,0.05408008806935462,0.04765836429521582,0.06394202100821063,0.026053850740791706,0.013852575569927986,0.8340500300550238,0.16594996994497618,0.043917899185028676,0.043012375490492,0.08527014790220344,0.12420766676728041,0.17612435858738304,0.22215514639299727,0.1325083006338666,0.11801992152127981,0.03048596438273468,0.02429821913673408
"Navarro County, Texas",38.6,26816,17529,47920,64220,23422,27381,40466,33223,48.11951285220754,0.2678508943457588,0.5665767861186012,0.1260523228289731,0.003478583043451413,0.006360249469979211,0.011094415742132022,0.0018113331823889015,0.016775415268715396,0.4908095424325381,0.5091904575674618,0.0718769940102505,0.0675133277072227,0.07881357676553527,0.07181524401539634,0.057921495173208735,0.11499907375007719,0.11606940699421608,0.12699915608340365,0.06965399419550049,0.05794207850482679,0.09398349216804232,0.05182882901426425,0.0205833316180557,0.8263161197214031,0.17368388027859696,0.08857849054434673,0.04655975168132437,0.11829625797551302,0.11266310283382193,0.15255503822498132,0.1883083290222452,0.11168592286026327,0.11168592286026327,0.037477726044720355,0.032189457952520546
"San Augustine County, Texas",49.4,4467,3804,35509,55145,23261,27917,44167,35992,15.69186875891584,0.07001321003963012,0.6894439774228414,0.21136063408190225,0.013330130899483608,0.0,0.0,0.0,0.015852047556142668,0.4905728353548697,0.5094271646451303,0.04731596012969857,0.04371322204875706,0.07025339257835955,0.07229494415755974,0.030983547496097035,0.09787438453224451,0.08574516632640806,0.13858532484688363,0.08574516632640806,0.07121412273327729,0.14771226131860213,0.08130178935991353,0.0272607181457908,0.8460588089943167,0.1539411910056832,0.14898688915375446,0.056615017878426696,0.17550655542312277,0.11233611442193087,0.132896305125149,0.15584028605482717,0.11084624553039332,0.06495828367103695,0.026519666269368296,0.015494636471990465
"Shackelford County, Texas",43.0,2238,1135,45187,59257,23855,22409,39286,31364,3.621405118310901,0.11627906976744186,0.854726668680157,0.001812141347025068,0.0030202355783751134,0.0021141649048625794,0.0,0.0,0.022047719722138325,0.534581697372395,0.465418302627605,0.06251887647236484,0.07490184234370281,0.05043793415886439,0.1014799154334038,0.03261854424645122,0.1147689519782543,0.08970099667774087,0.13681667170039263,0.10691633947447901,0.04590758079130172,0.09966777408637874,0.06372697070371489,0.02053760193295077,0.8712328767123287,0.12876712328767123,0.09643435980551053,0.05753646677471637,0.12641815235008103,0.10777957860615883,0.17017828200972449,0.17017828200972449,0.11912479740680713,0.08752025931928688,0.04213938411669368,0.022690437601296597
"Starr County, Texas",28.7,16790,27426,29294,47374,14122,17915,31870,26634,52.23601778644009,0.9906877015056187,0.007277678655272795,0.000328669358625223,0.00010955645287507435,0.0010799136069114472,0.0,0.000187811062071556,0.000328669358625223,0.486321094312455,0.513678905687545,0.10110495508185433,0.08492190190002191,0.09165179829091934,0.08687826712993395,0.08226124518734153,0.13010611325007043,0.11924437349359877,0.10938429273484208,0.0431339405891007,0.039675086862616206,0.06261933827902463,0.03607537483957805,0.012943312361098068,0.6664246594801054,0.33357534051989457,0.14398324916861682,0.10838773247936938,0.19171080182288458,0.12396846902327872,0.13665476043847766,0.1272940017243503,0.06644907008252247,0.05905899741347457,0.027528020692203472,0.014964897154822023
"Upton County, Texas",37.2,2467,933,52257,66849,26183,33393,51375,33611,2.9275216845253005,0.5055035773252614,0.4196477710511833,0.06521739130434782,0.001375894331315355,0.006879471656576775,0.0,0.001375894331315355,0.0,0.5071546505228398,0.49284534947716013,0.09383599339570721,0.06576774903687396,0.08723170060539351,0.07264722069345074,0.0445789763346175,0.11502476609796368,0.12548156301596036,0.12300495321959273,0.0682443588332416,0.05393505778756191,0.08447991194276279,0.04925701706108971,0.01651073197578426,0.8708414872798435,0.12915851272015655,0.0950191570881226,0.03601532567049808,0.11417624521072797,0.10727969348659004,0.12260536398467432,0.1900383141762452,0.1103448275862069,0.1310344827586207,0.04980842911877394,0.04367816091954023
